STOREID,BARCODE,QTY_MARKDOWN,CURRENT_PRICE,ORIGINAL_PRICE
A657,5060944460495,2,1.79,1.79
A883,5030872000605,8,5.99,5.99
A680,0000010430217,17,751.16,751.16
A739,5010394001410,1,10.49,10.49
A310,4770149219477,24,1.59,1.59
A373,5060216565132,14,1.99,1.99
A610,8720181663956,21,3.75,3.75
A76,0000096198599,25,0.99,0.99
A238,5015934734216,25,1.99,1.99
A381,5060563214585,10,2.99,2.99
A212,0000011780304,16,0.99,0.99
A319,0000012889952,11,1.99,1.99
A944,5000168190846,13,2.29,2.29
A393,7613287933003,4,0.79,0.79
A776,7613032213862,11,4.59,4.59
A8448,5060705211380,7,0.99,0.99
A313,5034934828343,19,0.69,0.69
A396,0000010340080,9,0.99,0.99
A8469,4063528060884,21,1.79,1.79
A213,3614225213366,25,1.99,1.99
A104,5034934841809,20,0.79,0.79
A410,5013427020044,8,1.39,1.39
A129,5059001023933,1,12.99,12.99
A260,8414227006141,11,1.99,1.99
A245,5999861880294,25,0.99,0.99
A396,8413178303682,11,0.17,0.17
A756,9770956808470,22,3,3
A669,9770966194730,16,3,3
A590,0000010513132,13,0.01,0.01
A580,9770307019128,17,3.2,3.2
A693,0000010452349,22,69.99,69.99
A324,0000004607397,8,1.99,1.99
A372,0000011346265,19,1.49,1.49
A580,0000011348184,1,49.99,49.99
A134,7622201635510,10,0.79,0.79
A115,3030055914486,18,2.99,2.99
A761,0000010503898,21,1.99,1.99
A212,5010153873739,11,5.89,5.89
A321,9771476512168,15,3.3,3.3
A312,9771744124529,7,2.15,2.15
A247,8700216630924,1,2.19,2.19
A363,5060751997955,9,14.99,14.99
A609,9770962164362,1,3,3
A282,0000012889952,1,1.99,1.99
A794,8445290145093,11,3.49,3.49
A220,0000010326176,25,7,7
A264,9771476512212,12,2.2,2.2
A137,7622210106421,3,0.59,0.59
A402,5010572012245,6,4.99,4.99
A314,8681042335569,21,0.59,0.59
A739,8421134095618,4,6.99,6.99
A475,8436575095035,3,1.29,1.29
A825,5012035955083,25,0.29,0.29
A592,9772051105645,13,2.3,2.3
A705,0000010363539,24,1.49,1.49
A791,3616304522840,14,1.99,1.99
A644,7622201394196,12,10.89,10.89
A343,9770039519071,2,3,3
A763,6972866506634,4,0.29,0.29
A168,8006540418109,6,9.49,9.49
A421,7613034276223,25,24.99,24.99
A352,0000014456268,3,7,7
A840,9770961878925,5,2.15,2.15
A256,0630996965313,8,0.99,0.99
A858,5060944462543,15,1.99,1.99
A939,0000010419786,11,0.69,0.69
A344,5060088890509,17,1.99,1.99
A50,5032887509050,21,19.99,19.99
A665,9770963757259,5,2.9,2.9
A679,5000213018958,7,0.99,0.99
A735,6975641461326,9,0.29,0.29
A193,7613034043870,3,0.99,0.99
A791,8412497447459,8,1,1
A155,9771750958422,13,2.4,2.4
A107,5010153872367,21,4.49,4.49
A702,8421134390089,15,9.99,9.99
A115,9772051105652,12,2.3,2.3
A385,0000010395950,21,0.69,0.69
A792,5055918656158,22,1.09,1.09
A773,0000014442544,21,12,12
A203,9770962164461,10,3,3
A463,9770957623423,18,1.2,1.2
A471,0000013521721,14,6,6
A801,9771353393330,20,2.15,2.15
A801,5055918649013,18,1.79,1.79
A283,8700216464284,2,11.79,11.79
A167,0000010381663,21,3.99,3.99
A408,5000112677621,11,0.59,0.59
A389,9771741340311,10,2.15,2.15
A268,8720181638596,5,1.99,1.99
A639,0000010420041,18,2.99,2.99
A642,0000012328857,8,1.5,1.5
A95,9771751627648,5,2,2
A650,9772051886476,1,2.3,2.3
A139,5000168003443,17,2.49,2.49
A697,0000010340486,14,9.99,9.99
A321,8652764399061,24,0.29,0.29
A564,8652764399047,4,0.29,0.29
A221,5021538316116,23,1.79,1.79
A379,3616300776247,17,1.99,1.99
A675,0000010737415,11,0.29,0.29
A118,5010394003551,24,0.95,0.95
A212,8720181106217,10,2.99,2.99
A887,0021664711385,7,8.99,8.99
A106,0000014381096,15,10,10
A694,0000010420096,19,69.99,69.99
A93,0734077645238,22,0.29,0.29
A785,0000011892724,25,6.99,6.99
A187,8414227694324,12,1.99,1.99
A704,5017726447762,21,0.39,0.39
A178,4009900546522,23,0.79,0.79
A808,9770307017056,8,1.8,1.8
A294,5000328031866,14,1.95,1.95
A76,9781802493009,23,2.79,2.79
A587,5010052111352,19,3.75,3.75
A273,5029053574158,7,3.49,3.49
A85,7622201783808,17,0.69,0.69
A325,0000010381649,25,1.49,1.49
A243,9771476512366,23,3.3,3.3
A849,3616302989010,19,1.99,1.99
A179,0000012462841,25,3.5,3.5
A763,0000010170519,1,3.99,3.99
A68,5000167056488,18,1.89,1.89
A242,5054563006455,17,1.69,1.69
A220,0000010380963,2,2.99,2.99
A115,0000012536139,24,3,3
A180,5057566654890,25,2.49,2.49
A123,9771366780042,18,2.25,2.25
A766,0000010367285,11,2.99,2.99
A861,9008606224609,15,3.99,3.99
A280,5060853420351,1,0.39,0.39
A298,5011417577790,9,2.49,2.49
A467,0000010365908,6,1.99,1.99
A273,5061015252704,24,0.69,0.69
A741,9771353393316,6,2.15,2.15
A304,5010153870417,15,3.29,3.29
A934,0000010329115,5,7.99,7.99
A651,0000014383267,1,15,15
A35,4770149218845,11,0.99,0.99
A745,5060772367843,6,2.99,2.99
A664,5055918649006,6,3.29,3.29
A805,5000221606406,19,1.99,1.99
A112,8711148417187,8,1.49,1.49
A459,5061015253671,18,0.99,0.99
A344,5010102118751,16,7.49,7.49
A300,0000011890027,3,2.49,2.49
A340,9771467702257,1,0.82,0.82
A239,8720181655692,18,9.99,9.99
A735,0000010519363,15,1.85,1.85
A110,0000010629604,14,7.99,7.99
A88,0811748031313,1,0.49,0.49
A741,9770963402258,22,2.65,2.65
A164,0000010508718,25,2.99,2.99
A100,5060133376712,17,1.49,1.49
A933,0000012834846,23,6,6
A192,0630996965313,2,0.99,0.99
A178,9770956806117,3,1.8,1.8
A73,0000011004875,20,3.49,3.49
A124,0000013516871,22,1.99,1.99
A799,5018970088275,2,1.29,1.29
A702,5028141034550,5,1.99,1.99
A718,0000010250372,16,3.29,3.29
A211,8005610629810,20,2.99,2.99
A607,0000010864340,24,10,10
A815,5708932022675,11,0.69,0.69
A305,4009900546959,12,0.79,0.79
A307,5034934826721,1,0.69,0.69
A702,5055193544416,23,1.99,1.99
A731,5012035972066,11,0.89,0.89
A589,5016325853660,1,12.99,12.99
A622,9770962164065,22,3,3
A801,0810020170580,19,0.89,0.89
A772,9780241367612,25,3.99,3.99
A784,9771353393255,23,2.15,2.15
A430,5034934827353,22,0.99,0.99
A432,9770957623140,1,1.2,1.2
A941,0000010250457,23,3.29,3.29
A329,9771750958064,15,2.4,2.4
A256,5056555205716,3,4.99,4.99
A744,5034934827841,11,0.99,0.99
A696,5055394026131,8,1.99,1.99
A412,9770307017254,18,1.8,1.8
A323,8436575095646,11,0.99,0.99
A123,0000010536339,8,0.99,0.99
A789,8700216869522,5,14.99,14.99
A189,5028184451208,24,2.39,2.39
A277,0000010477274,25,13.33,13.33
A246,0000010521922,8,7,7
A201,0000010122563,13,8.99,8.99
A724,5000168031521,3,1.25,1.25
A134,5028141034550,4,1.99,1.99
A125,5060061270120,25,0.95,0.95
A455,5063327005276,17,8.99,8.99
A737,7613034872616,22,1.85,1.85
A262,5055193549459,12,2.99,2.99
A944,5034934827841,15,0.99,0.99
A479,0000010500040,23,2.49,2.49
A933,5000232882035,25,3.69,3.69
A235,5028141036042,23,3.39,3.39
A808,5025324002672,14,0.99,0.99
A147,0000010736890,8,1.99,1.99
A120,5034934827001,20,0.69,0.69
A331,5034934826677,18,0.29,0.29
A598,5000225043153,15,0.29,0.29
A315,9772051886070,16,2.3,2.3
A772,5034934827834,14,0.69,0.69
A426,0000010697627,24,4.99,4.99
A392,5060944460501,25,1.79,1.79
A735,0000010346433,5,1.49,1.49
A222,9770966303088,23,3,3
A381,4060800308481,23,3.49,3.49
A365,0615908430813,14,1.69,1.69
A215,5034934827667,8,0.69,0.69
A136,5060944462048,8,1.59,1.59
A170,5011309142013,10,1.19,1.19
A933,8410261608532,8,1.89,1.89
A699,0000010517277,11,9.99,9.99
A353,8720182758156,1,2.39,2.39
A837,7613035514751,19,20.99,20.99
A410,5056784900338,3,0.99,0.99
A644,9772399521107,1,3.3,3.3
A211,5011061128416,13,0.39,0.39
A158,0000010409565,20,0.69,0.69
A675,0000090415425,23,1.39,1.39
A933,0000010383827,10,0.79,0.79
A620,0000050135776,10,1.39,1.39
A392,5011962213013,23,0.69,0.69
A311,5060944461560,19,2.49,2.49
A349,0000011395195,12,15,15
A595,9771465055522,14,3.1,3.1
A453,0000013518196,10,15,15
A443,8700216962735,19,16.99,16.99
A324,8714800017282,6,4.99,4.99
A85,9770967309317,23,2.5,2.5
A829,9772046144437,6,2,2
A623,9771744598313,4,2.5,2.5
A879,0000012504848,12,0.99,0.99
A244,9772755247153,14,1.35,1.35
A398,0000010388556,23,0.59,0.59
A256,0000012418619,18,5,5
A129,0810020170580,4,0.99,0.99
A655,5054267010529,5,1.99,1.99
A453,5013919003838,7,2.99,2.99
A424,0000011328803,4,3,3
A596,9770956805134,11,1.8,1.8
A650,5900987000282,14,3.99,3.99
A422,0000010613153,15,29.99,29.99
A409,5031413934922,9,0.39,0.39
A153,9770307042126,9,2.5,2.5
A477,0041457820681,13,0.69,0.69
A781,7613036080118,25,1.85,1.85
A100,0000010542507,19,1.69,1.69
A933,7622202025693,15,2.19,2.19
A411,5011579451624,5,1.15,1.15
A569,9770307586026,6,2.2,2.2
A407,0085000067833,11,5.25,5.25
A278,0000012433216,9,4,4
A592,5010438021374,2,0.29,0.29
A712,0000010191293,8,1,1
A812,9770966194730,25,3,3
A232,8711327607163,7,4.99,4.99
A312,5000328015873,21,1.95,1.95
A857,5060991071439,21,1.25,1.25
A694,9770307521447,17,2.25,2.25
A160,9771744598238,10,2.5,2.5
A932,5034934828312,10,0.69,0.69
A314,8002210130555,24,4.49,4.49
A158,9002490201821,22,9.99,9.99
A614,3574669908603,9,2.25,2.25
A233,7622210989482,23,2.49,2.49
A433,0000010463345,22,4.5,4.5
A124,5063327005276,22,8.99,8.99
A648,5060427359780,20,3.49,3.49
A835,5016451252177,23,1.15,1.15
A381,5000112600582,3,0.99,0.99
A165,5060056487915,4,0.49,0.49
A573,0000010386705,17,24.99,24.99
A440,0065541084162,22,7.99,7.99
A56,0000011380962,5,2.99,2.99
A630,0000011382652,3,1,1
A71,9770043724409,24,6.25,6.25
A617,0000010642184,5,4.99,4.99
A938,0000010822050,10,1.99,1.99
A719,0000013446703,17,8,8
A602,5056711802094,23,0.99,0.99
A370,0000010968314,12,6.99,6.99
A757,0000012345182,23,1.99,1.99
A457,8445290639141,9,2.99,2.99
A745,5061025482115,8,1.49,1.49
A227,0655762000104,6,3.99,3.99
A881,5017375035334,24,0.49,0.49
A233,5012159039935,9,1.5,1.5
A126,5000112684315,17,0.59,0.59
A285,5011579451624,20,1.15,1.15
A378,9770957375162,17,2.5,2.5
A792,9770307588129,8,2.2,2.2
A317,8720182788900,19,2.99,2.99
A447,0000010356555,4,310.78,310.78
A836,9770039519170,24,3,3
A854,9771479792208,24,3.99,3.99
A662,0000012468430,23,1.49,1.49
A897,0000010188606,1,0.49,0.49
A642,0615908433586,8,4.99,4.99
A360,9771367059130,11,2.25,2.25
A205,0000012442195,13,15,15
A438,9772051111622,3,2.3,2.3
A380,5034934827360,2,0.69,0.69
A333,5018970088275,5,1.29,1.29
A165,9770307575150,18,2.95,2.95
A636,5011417561805,6,3.99,3.99
A412,0035051588580,4,12.99,12.99
A720,5060744385837,21,0.39,0.39
A675,5060772365009,5,2.99,2.99
A332,5999861880287,17,0.99,0.99
A798,9770956807176,22,3,3
A870,9770957375315,13,2.5,2.5
A95,0000772159456,8,1.49,1.49
A579,0000010537343,15,4.99,4.99
A75,5060193939667,10,1.39,1.39
A145,9770961878147,3,1.2,1.2
A189,0000010532294,13,2.99,2.99
A781,5056192407276,12,0.29,0.29
A104,5034934828152,13,0.99,0.99
A81,8421134909069,9,2.49,2.49
A213,5000328014951,14,1.95,1.95
A605,5056462801032,5,0.99,0.99
A180,5941000032378,22,1.85,1.85
A897,9772058712006,10,6.99,6.99
A262,9772046144130,2,2,2
A601,5060991071392,22,1.25,1.25
A581,5000168040752,3,1.49,1.49
A770,9771744033647,7,2.15,2.15
A752,0000011344919,20,2.99,2.99
A354,5060119296270,9,14.99,14.99
A134,9770956159299,21,4.8,4.8
A368,0000010461747,17,149.99,149.99
A396,5010993837496,15,14.99,14.99
A337,0000011452638,22,5.99,5.99
A200,9771746706242,20,1.9,1.9
A286,8720181654220,17,10.99,10.99
A814,8700216724807,15,3.99,3.99
A256,0072417200472,21,0.39,0.39
A304,5060868951956,4,0.79,0.79
A208,5024996923643,5,4.99,4.99
A250,4005800325359,23,2.99,2.99
A694,5740900404496,24,4.99,4.99
A565,5010993600625,5,7.99,7.99
A294,5013919003500,17,2.99,2.99
A889,8445291007093,8,2.99,2.99
A940,5053249276229,20,1.49,1.49
A705,5000237126868,7,1.65,1.65
A393,5050028274292,14,0.29,0.29
A441,5010029229035,23,2.79,2.79
A931,0000010442982,24,330.48,330.48
A395,5034934828442,15,0.69,0.69
A317,9771751627761,3,2.4,2.4
A422,5034934827056,14,0.99,0.99
A231,0000012504848,8,0.99,0.99
A235,5055918657148,6,0.59,0.59
A741,9770963755217,20,2.9,2.9
A759,0000010430217,20,751.16,751.16
A835,5021538003573,22,1.45,1.45
A602,9770958983397,17,1.45,1.45
A297,0000010862384,6,9.99,9.99
A592,0000010327302,11,15,15
A774,8722900048303,2,0.79,0.79
A430,9771353393026,15,2.15,2.15
A412,9771748839238,23,2.25,2.25
A413,0000010330661,4,8,8
A657,5054563118936,23,3.49,3.49
A210,0000010892701,7,2.49,2.49
A621,0000010441602,16,8,8
A206,0000010971444,8,11.49,11.49
A383,0000012959297,3,19.99,19.99
A585,5034934828534,2,0.69,0.69
A805,9770963883033,19,3.2,3.2
A287,9770957375117,25,2.5,2.5
A436,5010144001349,2,1.39,1.39
A8448,5052212031612,2,5.99,5.99
A840,5056086500120,8,0.49,0.49
A8208,8410261612140,6,1.89,1.89
A556,5060110484904,12,3.5,3.5
A370,4895183805858,12,9.99,9.99
A581,5061015250908,12,0.69,0.69
A249,5013427001807,12,1.35,1.35
A695,5011376002746,14,0.99,0.99
A402,9771366777448,14,2.6,2.6
A192,4000349500311,11,0.39,0.39
A394,5000328028972,17,1.95,1.95
A8574,0000013449681,22,4.5,4.5
A872,5028184513029,13,1.99,1.99
A738,0000010423851,18,4.49,4.49
A8208,0000010387177,9,3.5,3.5
A239,0000012765188,11,1.99,1.99
A65,8445291295841,22,1.49,1.49
A655,5000328228402,4,1.75,1.75
A578,5016325849984,8,5.49,5.49
A343,9770963759307,15,3,3
A723,5060896623702,10,0.79,0.79
A415,7613287803870,12,1.85,1.85
A294,0000011841579,22,1.99,1.99
A835,8421134080928,13,6.99,6.99
A665,0000014456329,14,6,6
A440,0000010356555,10,573.56,573.56
A23,0000012341535,3,3.5,3.5
A716,9771479230458,20,2.5,2.5
A325,5060517883607,11,1.49,1.49
A831,0000010505076,8,1.29,1.29
A168,5011157996431,7,0.89,0.89
A137,0000010517376,20,2.99,2.99
A268,5010134921978,23,6.99,6.99
A814,5034934827681,14,0.69,0.69
A168,0000010331132,16,9.99,9.99
A105,4062139017478,14,8.99,8.99
A190,9770960357346,14,1.95,1.95
A385,0011152431680,22,1.29,1.29
A944,5055193549473,18,1.99,1.99
A122,0072417130748,19,0.79,0.79
A329,8001090783363,9,2.99,2.99
A827,5029115011638,6,0.99,0.99
A883,9771353432008,21,3.15,3.15
A217,0083800066483,11,0.69,0.69
A706,0671891241287,6,0.29,0.29
A578,5055918660148,1,1.59,1.59
A289,0612322001582,5,0.95,0.95
A268,0000012504848,15,0.99,0.99
A14,0000010849194,22,2.99,2.99
A862,0000010540442,19,6,6
A718,0000010809280,12,29.99,29.99
A226,0000010501399,10,6.99,6.99
A233,5000328839400,9,1.95,1.95
A277,5024993733016,1,2.95,2.95
A285,0000010533314,7,0.49,0.49
A113,5060573547970,13,4.99,4.99
A161,9770963883019,22,3.2,3.2
A332,8001090783363,11,2.99,2.99
A417,5061015253640,24,0.99,0.99
A659,9770307588419,1,2.2,2.2
A612,0000010449653,5,6.99,6.99
A113,5000325052628,5,2.99,2.99
A332,5015802293647,21,2.49,2.49
A8469,0000014447426,20,14,14
A731,5038581109893,1,0.79,0.79
A599,9770307586262,9,2.5,2.5
A242,0000010398159,1,0.49,0.49
A831,9770262238336,11,2.5,2.5
A95,0000010396384,17,3.99,3.99
A369,0000010381755,19,5.99,5.99
A694,8006540123850,8,2.99,2.99
A198,9771741340267,11,2.15,2.15
A305,0000011467274,3,4,4
A133,5413149600898,8,2.19,2.19
A690,0000013342029,18,2.5,2.5
A40,9770963884047,15,3.2,3.2
A702,0000012449996,24,7,7
A431,5011417575895,18,2.49,2.49
A235,0000011536567,16,0.99,0.99
A793,6001067023777,7,1.49,1.49
A583,5032608096272,24,0.99,0.99
A331,0000010864340,20,13,13
A237,0000013677473,19,3.99,3.99
A758,5060476290812,16,1.25,1.25
A19,0000014518218,21,16,16
A819,9770307586262,13,2.5,2.5
A192,5010034013957,21,0.89,0.89
A695,5000382121916,11,1.49,1.49
A748,9771352688505,3,2.9,2.9
A773,0000011447429,1,14,14
A755,5011187104943,24,1.05,1.05
A712,0094733075893,4,0.39,0.39
A420,9771353437041,20,3.2,3.2
A629,5059001022783,8,1.99,1.99
A778,9770956808173,16,3,3
A238,5028141034550,22,1.99,1.99
A175,5000225043153,1,0.29,0.29
A236,5015088903216,2,2.99,2.99
A168,3057640316098,22,0.99,0.99
A286,9770262304147,22,1.2,1.2
A398,9770266522080,14,2.9,2.9
A288,5000168166322,18,2.25,2.25
A372,5000328035277,10,1.65,1.65
A247,5054563118950,15,3.49,3.49
A148,9771741340168,1,2.15,2.15
A866,0000010865712,14,1.99,1.99
A136,0000010345160,11,1.49,1.49
A565,0000080920281,4,0.39,0.39
A602,0000011557661,14,1.99,1.99
A452,5037331029498,7,0.49,0.49
A829,5400265043869,20,1.99,1.99
A231,0000014945199,13,0.69,0.69
A552,5056555208564,4,4.99,4.99
A176,0000010409473,10,1,1
A194,5000328613956,15,1.95,1.95
A108,9770957375353,22,2.5,2.5
A932,0000013364212,12,1,1
A722,8711148417330,22,0.29,0.29
A788,1230000131780,2,0.69,0.69
A65,5016889001958,18,1.99,1.99
A366,5012035985431,24,0.59,0.59
A609,9771756625823,21,4.99,4.99
A445,0000010167403,8,0.99,0.99
A197,5034934826776,7,0.69,0.69
A181,5015934888865,8,0.49,0.49
A653,5000107060087,16,6.49,6.49
A426,5025970023397,17,3.99,3.99
A731,5449000320445,7,6.99,6.99
A627,8720182782304,25,6.49,6.49
A664,5012159040214,24,1.5,1.5
A744,0000013441609,5,8,8
A620,3614225213342,3,1.99,1.99
A259,5056239472151,10,0.99,0.99
A128,0000010341841,8,9.99,9.99
A431,7622202249747,8,0.85,0.85
A867,3360319825587,19,6.99,6.99
A816,0000010419991,6,2.99,2.99
A629,3614222586357,16,1.99,1.99
A787,0000010326374,14,8,8
A178,9770960357117,20,1.95,1.95
A637,5056369125064,1,1.19,1.19
A57,9772046144062,11,2.4,2.4
A105,0000011339977,23,3.99,3.99
A221,0656497021396,23,2.99,2.99
A188,9770307588433,21,2.2,2.2
A215,5010438020988,24,0.29,0.29
A684,0072417336416,8,1.25,1.25
A274,5034934827049,16,0.69,0.69
A415,5060372809095,6,2.49,2.49
A24,0000010387764,23,4.99,4.99
A571,9771744033548,11,2.15,2.15
A272,9770958983397,11,1.45,1.45
A11,5039388084314,25,1.99,1.99
A870,4060800178008,1,1.25,1.25
A840,0000013364250,9,1,1
A555,5034934826691,25,0.29,0.29
A215,0000010513132,8,0.01,0.01
A157,7613038683959,15,5.79,5.79
A849,0000010755815,14,0.99,0.99
A131,5900951028502,13,1.09,1.09
A867,5059001021809,17,5.49,5.49
A253,5025840006185,1,0.89,0.89
A335,8004260483766,10,2.49,2.49
A735,0000010508091,16,0.59,0.59
A378,0000010527160,22,1.79,1.79
A344,0000010433652,6,0.99,0.99
A668,0000011364375,17,3,3
A379,8718114660301,17,2.35,2.35
A474,7804320758947,1,1.49,1.49
A82,0850014555009,12,0.49,0.49
A814,0000010345283,13,2.99,2.99
A206,9770307521454,19,2.25,2.25
A50,0505083515149,10,4.99,4.99
A273,0000010330098,14,14.99,14.99
A191,0000011340324,1,5.99,5.99
A748,9771352546133,18,2.99,2.99
A244,0000010449356,9,3.5,3.5
A566,5000168031521,23,1.25,1.25
A387,5028141034208,23,2.99,2.99
A274,1230000210041,17,2.19,2.19
A686,5060466510531,25,0.99,0.99
A690,5060088250471,21,0.69,0.69
A57,5099556009181,14,1.19,1.19
A455,5055918662265,15,0.79,0.79
A183,0000010326558,3,8,8
A589,7613034335210,14,1.49,1.49
A651,0000010325438,8,4.99,4.99
A242,5056709800972,2,0.29,0.29
A863,0000011401322,18,2.99,2.99
A180,0000010420416,18,59.99,59.99
A248,5060992822603,12,0.79,0.79
A101,9311218005093,5,5.75,5.75
A50,0000011329831,17,1.49,1.49
A739,5011309135411,17,1.99,1.99
A859,0000772420433,15,1.49,1.49
A701,0000010357958,16,4.99,4.99
A35,9771744033524,1,2.15,2.15
A181,9770963755200,1,2.9,2.9
A285,8720181699856,23,1.99,1.99
A689,5050028274117,13,0.29,0.29
A359,9772059182044,24,7.5,7.5
A334,0000010398098,10,1.29,1.29
A383,5059001022738,22,1.99,1.99
A559,8711148417521,8,0.49,0.49
A416,5000354914980,24,0.5,0.5
A382,5028141035663,23,1.99,1.99
A403,9002490201821,5,9.99,9.99
A864,7613035023802,13,1.99,1.99
A731,0000010367490,5,2.49,2.49
A382,0000010446300,14,0.99,0.99
A8563,0021664710234,17,2.99,2.99
A122,5000112677621,23,0.59,0.59
A307,9771367059048,18,2.25,2.25
A686,5056709800064,10,0.29,0.29
A442,9770963759314,4,3,3
A89,0000011467274,13,4,4
A314,0000010345375,5,1.99,1.99
A659,0000010809198,12,7.99,7.99
A867,9770262026902,9,2.75,2.75
A301,5028184702201,16,1.25,1.25
A815,5060228456060,3,0.99,0.99
A101,9772051886230,4,2,2
A695,8720181511301,20,2.99,2.99
A424,5060193938882,18,0.69,0.69
A227,9770307521355,7,2.25,2.25
A111,9015340103923,23,0.99,0.99
A688,7622201394196,22,10.89,10.89
A438,0000010503171,6,14.99,14.99
A400,9781802493016,8,2.79,2.79
A792,7613035023802,9,1.75,1.75
A373,9770960357339,12,1.95,1.95
A821,0000014381102,5,9,9
A168,5010996308054,23,8.99,8.99
A825,5000289934596,18,3.5,3.5
A665,0000010347256,22,49.99,49.99
A183,9015340103923,23,1.19,1.19
A681,0000010396001,8,0.69,0.69
A331,0000013442514,12,14,14
A128,7622210898395,25,2.49,2.49
A255,9770967309041,1,2.5,2.5
A352,0000013536091,1,3,3
A292,0000010901083,21,3.99,3.99
A940,0000010613153,23,29.99,29.99
A210,8445291081970,21,3.49,3.49
A447,9770963402463,21,2.65,2.65
A718,7290119489930,2,2.49,2.49
A416,4770149218845,4,0.99,0.99
A879,9770262238343,14,2.5,2.5
A338,0000010358832,17,1.99,1.99
A570,5000111041188,16,2.49,2.49
A585,8700216502696,16,2.99,2.99
A172,0000010347089,5,9.99,9.99
A460,5999861880317,1,0.99,0.99
A252,9770961878024,22,2.15,2.15
A311,3057640372858,8,0.99,0.99
A191,5055918659593,25,1.59,1.59
A20,3600523900701,15,3.99,3.99
A578,5031416451013,14,0.89,0.89
A168,7613036512992,5,0.99,0.99
A934,5015934886281,8,0.79,0.79
A342,0000012576661,11,4.99,4.99
A306,5057566592048,23,1.99,1.99
A479,8718641992425,23,0.29,0.29
A363,5034934827407,6,0.69,0.69
A316,0000010325254,25,3,3
A419,5449000341358,25,3.49,3.49
A182,0000011788416,6,1.79,1.79
A230,5024160883094,23,1.99,1.99
A651,3574661710082,19,4.49,4.49
A422,7622201765446,1,1.69,1.69
A604,5060903877890,5,0.69,0.69
A930,5059001022783,1,1.99,1.99
A140,0000012408146,21,7.99,7.99
A19,5029054253380,6,3.49,3.49
A178,5060214096003,19,4.49,4.49
A565,5011309137217,20,3.49,3.49
A390,5051799008505,12,3.75,3.75
A59,0000013765187,24,1.99,1.99
A222,9771467705234,18,0.85,0.85
A833,8000070031838,17,2.79,2.79
A270,5060422893869,5,1.29,1.29
A349,0505591865804,11,1.59,1.59
A653,5010102345256,19,7.49,7.49
A41,5011309135817,9,2.79,2.79
A175,9771353393354,3,2.15,2.15
A724,0065541084179,12,6.99,6.99
A592,8711148411772,23,0.29,0.29
A743,9770957623454,21,1.2,1.2
A35,0000012364107,23,1.5,1.5
A172,9781802497496,20,1.79,1.79
A260,9771465055010,9,3.1,3.1
A308,6901035603010,9,2.39,2.39
A712,0000012450220,5,10,10
A658,5053990158034,2,1.75,1.75
A798,9771750981062,25,3.2,3.2
A787,0000059032823,9,4.49,4.49
A165,0000010723074,1,14,14
A712,5056086500311,6,0.29,0.29
A312,5034934827810,9,0.69,0.69
A571,9771366780158,19,2.25,2.25
A620,9771366780257,18,2.25,2.25
A100,5060944461546,4,2.49,2.49
A654,9771366780325,10,2.25,2.25
A182,4251097421551,19,0.89,0.89
A715,8710847964800,9,2.99,2.99
A458,3059941008290,24,1.09,1.09
A114,5059105346068,5,0.79,0.79
A237,5053249281476,18,1.29,1.29
A189,8437019158071,23,1.99,1.99
A326,0000011344919,11,2.99,2.99
A579,9771479230144,4,2.5,2.5
A420,9770967309041,15,2.5,2.5
A453,5010338206833,25,1.19,1.19
A346,5061072450532,21,2.49,2.49
A737,0194735277865,20,12.99,12.99
A458,0000011402787,16,17.99,17.99
A210,5013692253543,12,0.99,0.99
A747,0000010322345,14,1.49,1.49
A75,5000328036014,23,1.5,1.5
A158,5000159558181,14,1.09,1.09
A715,9770307017438,5,1.8,1.8
A318,5010605829017,3,1.39,1.39
A578,5000382024040,24,6.49,6.49
A259,9770956805417,12,1.8,1.8
A444,9770963884030,13,3.2,3.2
A374,0000010351161,11,3.99,3.99
A426,5000382123316,23,0.39,0.39
